age,workclass,education,marital-status,occupation,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,years_experience,skills,salary_in_inr
36,Private,Some-college,Never-married,ML Engineer,White,Male,8883,714,60,Canada,<=50K,11,"Pandas, XGBoost, Scikit-learn",1295988
53,Private,Masters,Widowed,ML Engineer,Amer-Indian-Eskimo,Male,7924,1671,38,Germany,<=50K,0,"Pandas, Scikit-learn, Python",1000000
55,Self-emp-inc,Masters,Married-civ-spouse,Business Analyst,Black,Female,2398,407,30,China,<=50K,14,"Presentation, SQL, Power BI",913002
51,Self-emp-not-inc,HS-grad,Separated,Data Analyst,White,Other,5988,1637,46,Canada,<=50K,20,"SQL, Tableau, Python",1142120
36,Local-gov,PhD,Separated,Data Analyst,Other,Female,8804,1007,39,United States,<=50K,6,"Power BI, SQL, Python",799498
38,Self-emp-not-inc,HS-grad,Widowed,Data Scientist,Amer-Indian-Eskimo,Male,5031,521,39,Australia,<=50K,8,"Python, Statistics, R",1260808
43,State-gov,Some-college,Widowed,System Admin,White,Male,9758,461,50,Germany,>50K,5,"Docker, AWS, Networking",651930
49,Federal-gov,Associate,Widowed,AI Engineer,Amer-Indian-Eskimo,Male,5072,693,52,China,>50K,14,"Python, Deep Learning, PyTorch",1387950
51,Local-gov,Bachelors,Separated,Web Developer,Asian-Pac-Islander,Male,2817,875,39,Germany,<=50K,6,"HTML, JavaScript, CSS",717648
31,Private,Masters,Never-married,Business Analyst,Amer-Indian-Eskimo,Female,7985,1174,43,Germany,>50K,11,"Problem Solving, Excel, Power BI",934481
41,Self-emp-not-inc,PhD,Divorced,Business Analyst,Amer-Indian-Eskimo,Other,6228,1529,35,United States,<=50K,18,"Presentation, Problem Solving, Power BI",1076142
50,Local-gov,HS-grad,Never-married,Data Scientist,White,Female,5791,1274,45,Germany,>50K,15,"SQL, Python, R",1421345
23,Federal-gov,Associate,Widowed,Data Scientist,Asian-Pac-Islander,Male,9892,1920,51,India,<=50K,11,"Machine Learning, SQL, Python",1260732
51,State-gov,Some-college,Never-married,Data Analyst,Amer-Indian-Eskimo,Male,4233,1395,47,India,>50K,8,"Tableau, Python, Excel",939536
36,Self-emp-not-inc,Some-college,Married-civ-spouse,Web Developer,White,Male,7598,1147,42,China,>50K,12,"CSS, HTML, Node.js",755292
36,Self-emp-inc,Associate,Never-married,Data Analyst,Other,Female,8583,1993,57,Canada,<=50K,2,"Excel, SQL, Tableau",724850
59,Private,HS-grad,Separated,Business Analyst,Black,Female,8921,653,35,China,<=50K,20,"Power BI, Presentation, SQL",1029960
29,Self-emp-inc,PhD,Widowed,Software Developer,Other,Other,7826,1573,36,Australia,>50K,0,"Java, Git, Spring",800000
44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Software Developer,White,Other,7840,866,53,Germany,>50K,12,"Java, Spring, C++",1033892
44,Self-emp-not-inc,Masters,Widowed,Data Analyst,Amer-Indian-Eskimo,Male,3343,251,31,Germany,>50K,9,"Tableau, Python, SQL",846943
27,Private,HS-grad,Separated,Business Analyst,Black,Other,6020,504,37,Australia,>50K,2,"Power BI, Problem Solving, Excel",780796
52,Self-emp-inc,HS-grad,Widowed,AI Engineer,Black,Female,2288,116,49,Australia,>50K,6,"TensorFlow, PyTorch, NLP",1274118
31,Private,Some-college,Widowed,Business Analyst,Asian-Pac-Islander,Female,5115,1911,53,Germany,>50K,1,"Excel, Power BI, SQL",771593
57,Federal-gov,Bachelors,Never-married,Data Scientist,Other,Male,9204,939,31,United States,<=50K,3,"Machine Learning, R, SQL",1171169
26,Private,Bachelors,Never-married,Data Analyst,White,Male,6086,397,40,China,>50K,14,"Python, SQL, Tableau",989926
48,Private,Some-college,Widowed,System Admin,Black,Other,4726,175,49,Germany,<=50K,17,"Shell Scripting, Linux, Docker",865690
38,Federal-gov,PhD,Separated,AI Engineer,Asian-Pac-Islander,Female,9491,340,37,United States,>50K,2,"Deep Learning, PyTorch, TensorFlow",1241138
52,Federal-gov,Associate,Widowed,Web Developer,Black,Other,9929,475,36,Canada,<=50K,8,"HTML, JavaScript, Node.js",802120
57,Federal-gov,Masters,Never-married,Data Scientist,Amer-Indian-Eskimo,Other,6226,1267,54,Australia,>50K,13,"Statistics, Machine Learning, SQL",1472307
46,State-gov,HS-grad,Married-civ-spouse,Business Analyst,Other,Other,5938,784,47,Australia,>50K,16,"Power BI, Presentation, SQL",1092896
31,Private,HS-grad,Married-civ-spouse,Software Developer,Other,Female,9051,1674,42,China,<=50K,16,"Java, Git, Spring",1132896
29,State-gov,Bachelors,Widowed,Software Developer,Black,Other,6146,1890,39,India,>50K,5,"C++, Java, Git",937565
37,Self-emp-inc,Some-college,Divorced,Business Analyst,Other,Other,351,1424,47,United States,<=50K,12,"SQL, Presentation, Excel",1081896
33,Federal-gov,HS-grad,Never-married,System Admin,Amer-Indian-Eskimo,Male,6519,297,41,India,>50K,2,"AWS, Networking, Docker",576448
28,Local-gov,Associate,Widowed,AI Engineer,Other,Female,7163,1439,31,Germany,>50K,19,"PyTorch, Deep Learning, Python",1476203
34,Federal-gov,HS-grad,Married-civ-spouse,System Admin,Asian-Pac-Islander,Other,4187,1477,60,India,<=50K,18,"AWS, Networking, Linux",771112
27,Self-emp-not-inc,Bachelors,Married-civ-spouse,Business Analyst,Black,Male,1860,807,37,India,>50K,20,"Excel, SQL, Power BI",1322680
30,State-gov,HS-grad,Married-civ-spouse,Data Analyst,Asian-Pac-Islander,Male,9930,1457,40,Australia,<=50K,10,"Power BI, Tableau, Python",860680
37,Self-emp-not-inc,HS-grad,Separated,Data Scientist,Asian-Pac-Islander,Male,9526,1489,48,China,>50K,12,"R, Python, Statistics",1329008
30,State-gov,HS-grad,Separated,Data Analyst,Black,Other,1378,357,34,Australia,>50K,0,"SQL, Excel, Python",700000
25,State-gov,Associate,Separated,AI Engineer,Other,Other,3202,146,39,India,>50K,7,"PyTorch, NLP, Python",1306701
36,Local-gov,Masters,Married-civ-spouse,ML Engineer,Other,Other,4209,703,50,Canada,>50K,18,"Pandas, XGBoost, Python",1378522
32,Self-emp-not-inc,Some-college,Divorced,Business Analyst,Black,Female,344,1968,55,Germany,>50K,2,"SQL, Problem Solving, Excel",784426
50,State-gov,Associate,Never-married,AI Engineer,Black,Male,3929,632,59,Germany,<=50K,7,"Deep Learning, Python, TensorFlow",1289166
43,State-gov,Masters,Married-civ-spouse,Web Developer,Other,Male,3097,1417,34,China,>50K,1,"Node.js, HTML, React",615715
55,Private,Some-college,Divorced,Data Analyst,Amer-Indian-Eskimo,Female,5464,1230,57,India,<=50K,1,"SQL, Tableau, Excel",728852
59,Private,Associate,Married-civ-spouse,Software Developer,Amer-Indian-Eskimo,Other,646,781,50,India,<=50K,12,"Java, C++, Git",1113836
41,Federal-gov,Masters,Separated,Business Analyst,Black,Male,4976,1738,31,Germany,>50K,14,"Presentation, SQL, Problem Solving",1045260
34,Local-gov,HS-grad,Separated,Business Analyst,White,Female,3410,1689,53,Canada,>50K,4,"Excel, Problem Solving, Power BI",856896
35,Private,HS-grad,Widowed,Data Scientist,Black,Other,8165,1180,60,Australia,>50K,7,"SQL, R, Statistics",1176692
43,Federal-gov,HS-grad,Widowed,AI Engineer,Amer-Indian-Eskimo,Male,5872,1662,56,United States,<=50K,10,"NLP, TensorFlow, Python",1476650
22,Self-emp-inc,Masters,Never-married,Data Analyst,Amer-Indian-Eskimo,Male,147,1665,30,Canada,>50K,20,"SQL, Power BI, Python",901420
23,Private,Some-college,Widowed,Web Developer,White,Male,9136,1527,45,United States,<=50K,13,"CSS, React, HTML",907918
51,Self-emp-inc,Masters,Never-married,Web Developer,Other,Male,5461,1712,38,India,<=50K,15,"CSS, Node.js, JavaScript",993735
38,Self-emp-not-inc,PhD,Separated,Software Developer,Black,Other,5330,1107,48,India,>50K,18,"Python, Spring, C++",1232774
42,Private,Some-college,Widowed,Software Developer,Amer-Indian-Eskimo,Other,6133,775,36,China,<=50K,12,"Java, C++, Git",1140428
57,Local-gov,Some-college,Divorced,Business Analyst,Other,Other,4963,215,52,Germany,<=50K,7,"Power BI, SQL, Problem Solving",946336
30,Local-gov,Bachelors,Widowed,Data Scientist,Black,Male,5112,394,51,China,<=50K,4,"SQL, R, Python",1141516
30,Local-gov,Associate,Widowed,AI Engineer,Asian-Pac-Islander,Male,6790,1175,52,Australia,<=50K,15,"Deep Learning, PyTorch, NLP",1466235
38,Federal-gov,HS-grad,Never-married,Business Analyst,Other,Other,5392,1331,31,Germany,<=50K,2,"SQL, Excel, Power BI",779918
29,Federal-gov,Some-college,Widowed,ML Engineer,Amer-Indian-Eskimo,Other,3011,803,43,Germany,>50K,15,"XGBoost, Scikit-learn, Python",1266205
36,Local-gov,PhD,Divorced,Software Developer,Amer-Indian-Eskimo,Male,1493,943,48,China,>50K,10,"Python, Git, Spring",1050190
26,State-gov,Bachelors,Separated,AI Engineer,Asian-Pac-Islander,Other,4195,1318,52,Canada,>50K,2,"TensorFlow, PyTorch, NLP",1227970
38,Self-emp-inc,Bachelors,Widowed,Data Analyst,White,Male,2476,193,56,China,>50K,12,"Tableau, SQL, Excel",1049332
28,Self-emp-inc,HS-grad,Never-married,AI Engineer,White,Female,2095,884,31,Germany,>50K,16,"TensorFlow, Python, PyTorch",1512624
25,State-gov,HS-grad,Divorced,AI Engineer,White,Female,9031,1565,59,China,>50K,9,"TensorFlow, Deep Learning, Python",1329609
54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Software Developer,Black,Other,8917,154,33,Germany,>50K,13,"Python, Spring, Java",1044933
55,State-gov,Masters,Married-civ-spouse,Web Developer,Other,Female,8114,614,52,Australia,<=50K,3,"CSS, Node.js, React",664572
59,Local-gov,Masters,Married-civ-spouse,Software Developer,Asian-Pac-Islander,Other,3064,1596,36,Australia,>50K,16,"Spring, Java, C++",1269872
38,Federal-gov,Associate,Separated,Web Developer,Amer-Indian-Eskimo,Other,2227,1536,49,China,>50K,9,"React, Node.js, JavaScript",699441
52,Self-emp-not-inc,PhD,Separated,Business Analyst,Asian-Pac-Islander,Other,1192,388,32,Canada,>50K,13,"SQL, Presentation, Problem Solving",1059881
31,Private,Masters,Separated,AI Engineer,Amer-Indian-Eskimo,Male,4671,1681,52,Australia,<=50K,8,"NLP, PyTorch, Deep Learning",1315432
41,Self-emp-inc,PhD,Separated,System Admin,Other,Other,9572,1094,54,Germany,<=50K,3,"Docker, Shell Scripting, AWS",638206
37,State-gov,Masters,Married-civ-spouse,System Admin,Black,Other,9274,1672,57,Germany,>50K,2,"Shell Scripting, Docker, Networking",577424
45,State-gov,Associate,Widowed,Business Analyst,Amer-Indian-Eskimo,Other,1232,1178,38,China,<=50K,19,"Power BI, Presentation, Excel",1103989
24,Local-gov,HS-grad,Separated,Software Developer,White,Other,4612,211,56,United States,>50K,8,"Java, Python, Git",974896
30,Local-gov,Masters,Married-civ-spouse,Data Scientist,Amer-Indian-Eskimo,Female,9617,1433,45,United States,>50K,1,"SQL, Machine Learning, Python",1113906
54,Federal-gov,PhD,Divorced,Data Analyst,Black,Other,7135,188,56,Germany,>50K,14,"Power BI, Excel, Python",1119790
39,Self-emp-inc,Associate,Married-civ-spouse,Data Scientist,Amer-Indian-Eskimo,Other,9725,1628,33,Australia,>50K,11,"SQL, Statistics, R",1228315
25,State-gov,HS-grad,Widowed,Business Analyst,Black,Other,74,1280,34,Australia,>50K,4,"Excel, Power BI, Presentation",843540
37,Self-emp-not-inc,HS-grad,Divorced,AI Engineer,Other,Female,6686,300,54,Australia,>50K,14,"Python, PyTorch, TensorFlow",1595864
57,Self-emp-not-inc,HS-grad,Married-civ-spouse,ML Engineer,White,Other,9310,831,54,Australia,>50K,5,"XGBoost, MLflow, Python",1122085
53,State-gov,PhD,Widowed,ML Engineer,Amer-Indian-Eskimo,Other,2485,1907,30,Canada,<=50K,16,"Python, Scikit-learn, Pandas",1414448
35,Private,HS-grad,Separated,Software Developer,Black,Other,7887,1097,49,China,>50K,6,"Spring, Git, Java",913082
30,Federal-gov,PhD,Widowed,ML Engineer,Asian-Pac-Islander,Male,6263,671,56,India,>50K,17,"Python, XGBoost, MLflow",1229874
49,Self-emp-inc,HS-grad,Never-married,Web Developer,Other,Other,4317,1126,55,Australia,>50K,14,"JavaScript, CSS, Node.js",864040
24,Federal-gov,Associate,Married-civ-spouse,Data Scientist,Other,Other,4853,706,42,Australia,>50K,18,"R, Statistics, Python",1589438
26,State-gov,HS-grad,Never-married,AI Engineer,Other,Male,2343,1916,56,Australia,<=50K,8,"Python, PyTorch, Deep Learning",1347328
58,State-gov,HS-grad,Separated,Web Developer,Other,Male,3457,786,44,Australia,<=50K,16,"Node.js, JavaScript, CSS",903600
59,Private,Associate,Widowed,System Admin,Amer-Indian-Eskimo,Other,8600,193,36,Australia,>50K,4,"Networking, Linux, Shell Scripting",602988
48,State-gov,HS-grad,Separated,Software Developer,Amer-Indian-Eskimo,Female,8536,1517,57,United States,>50K,11,"Spring, Git, Java",1096868
55,State-gov,Masters,Widowed,Data Scientist,Black,Female,144,817,59,China,>50K,18,"Machine Learning, Statistics, R",1566488
37,Private,Some-college,Divorced,Data Scientist,Other,Other,5131,1859,31,Germany,>50K,1,"R, Statistics, Machine Learning",1127667
27,State-gov,Bachelors,Divorced,System Admin,Black,Female,4004,289,53,India,<=50K,11,"Shell Scripting, AWS, Linux",707080
26,Self-emp-inc,Associate,Widowed,ML Engineer,Black,Other,2980,1098,50,China,>50K,14,"Scikit-learn, Python, XGBoost",1410620
38,State-gov,Bachelors,Widowed,Software Developer,Other,Male,6804,1886,53,China,<=50K,3,"Java, Python, Spring",879536
25,Self-emp-not-inc,Bachelors,Married-civ-spouse,Data Analyst,White,Female,2726,207,51,China,>50K,17,"SQL, Tableau, Python",956972
41,Local-gov,Masters,Never-married,ML Engineer,Other,Other,4874,1522,37,Canada,>50K,19,"Pandas, Scikit-learn, Python",1514197
25,Federal-gov,PhD,Separated,Data Scientist,Amer-Indian-Eskimo,Male,8514,97,33,Germany,>50K,17,"SQL, Statistics, R",1378205
33,State-gov,PhD,Divorced,Software Developer,White,Other,5889,463,43,India,<=50K,13,"Git, Java, C++",1041098
22,Local-gov,Some-college,Divorced,Data Scientist,White,Female,7740,372,50,Australia,>50K,4,"Statistics, R, Python",1177112
48,Federal-gov,Bachelors,Widowed,Software Developer,Asian-Pac-Islander,Female,1216,1346,44,United States,<=50K,9,"C++, Java, Python",1020941
47,State-gov,Associate,Separated,Business Analyst,Asian-Pac-Islander,Other,86,1925,30,India,>50K,9,"Presentation, Problem Solving, SQL",1012764
60,State-gov,PhD,Married-civ-spouse,Web Developer,Other,Female,384,908,60,India,<=50K,1,"Node.js, JavaScript, React",625555
46,Self-emp-inc,Associate,Married-civ-spouse,AI Engineer,Asian-Pac-Islander,Female,2852,377,51,Canada,>50K,3,"Deep Learning, Python, NLP",1280697
55,Private,Associate,Divorced,Data Analyst,Amer-Indian-Eskimo,Male,985,1848,39,China,>50K,20,"Python, Excel, Tableau",939300
59,Federal-gov,Associate,Never-married,AI Engineer,Amer-Indian-Eskimo,Female,900,941,52,Australia,>50K,4,"PyTorch, Python, Deep Learning",1306376
22,Federal-gov,HS-grad,Separated,Business Analyst,Asian-Pac-Islander,Other,1151,1047,48,United States,<=50K,20,"Excel, Presentation, Problem Solving",1232320
54,Self-emp-inc,Masters,Separated,Data Analyst,Black,Female,1343,1120,57,Australia,<=50K,7,"Power BI, Python, Tableau",869897
45,Federal-gov,Masters,Separated,Data Scientist,Other,Female,9046,230,51,China,>50K,8,"Python, SQL, R",1279624
33,State-gov,Masters,Widowed,AI Engineer,Black,Female,8000,118,55,Australia,<=50K,2,"Deep Learning, NLP, PyTorch",1251710
27,State-gov,HS-grad,Divorced,ML Engineer,Other,Male,4305,1883,43,India,<=50K,18,"MLflow, Python, Pandas",1525636
36,Federal-gov,Masters,Married-civ-spouse,Data Scientist,Other,Male,2741,1242,44,Australia,>50K,0,"Python, R, Machine Learning",1100000
31,State-gov,Bachelors,Widowed,System Admin,Amer-Indian-Eskimo,Male,8818,1487,59,Germany,<=50K,11,"Linux, AWS, Networking",735614
50,Federal-gov,HS-grad,Never-married,Data Analyst,Other,Other,2835,985,39,Australia,>50K,2,"Power BI, Excel, Python",735520
50,State-gov,PhD,Never-married,Web Developer,Black,Male,9018,1892,50,United States,<=50K,12,"HTML, Node.js, CSS",888852
53,Private,PhD,Never-married,ML Engineer,Other,Other,9190,1057,47,China,<=50K,15,"Python, Scikit-learn, MLflow",1233415
40,State-gov,Some-college,Widowed,ML Engineer,Black,Female,638,626,58,United States,>50K,11,"XGBoost, Pandas, MLflow",1252395
49,State-gov,Masters,Widowed,Software Developer,White,Other,1394,1169,60,United States,>50K,16,"Python, C++, Spring",1191056
45,Local-gov,PhD,Separated,Data Scientist,Black,Female,854,170,60,Australia,<=50K,20,"Machine Learning, Statistics, R",1506200
52,Local-gov,Associate,Separated,Data Analyst,Black,Female,1964,1902,60,China,<=50K,6,"Power BI, SQL, Excel",766030
57,Federal-gov,Bachelors,Separated,Web Developer,White,Other,1799,957,31,United States,>50K,14,"React, HTML, Node.js",890080
32,Self-emp-inc,Masters,Widowed,ML Engineer,Amer-Indian-Eskimo,Other,4508,674,37,China,>50K,8,"XGBoost, MLflow, Scikit-learn",1122528
51,Self-emp-not-inc,PhD,Divorced,Business Analyst,Asian-Pac-Islander,Male,9087,916,50,China,>50K,4,"Excel, Problem Solving, SQL",857888
31,Local-gov,Masters,Married-civ-spouse,Business Analyst,Other,Male,6015,1387,48,China,>50K,19,"Presentation, Problem Solving, Power BI",1140279
22,Federal-gov,HS-grad,Never-married,ML Engineer,White,Female,5658,689,46,Germany,<=50K,2,"XGBoost, Python, Pandas",1041230
45,Self-emp-inc,Some-college,Never-married,AI Engineer,White,Female,6551,1340,30,Canada,>50K,15,"NLP, PyTorch, TensorFlow",1401585
34,Federal-gov,Bachelors,Never-married,Software Developer,Black,Other,563,1878,30,China,>50K,7,"Git, C++, Spring",991478
30,Self-emp-not-inc,HS-grad,Widowed,ML Engineer,White,Other,8183,1356,46,Germany,<=50K,2,"MLflow, Python, Scikit-learn",1032970
22,State-gov,Associate,Widowed,ML Engineer,Amer-Indian-Eskimo,Female,1496,858,47,India,<=50K,15,"Scikit-learn, Python, MLflow",1247845
43,Federal-gov,Associate,Never-married,AI Engineer,Other,Male,5412,1041,44,India,>50K,1,"PyTorch, Python, NLP",1221513
42,State-gov,PhD,Never-married,ML Engineer,Other,Female,8667,1185,30,India,>50K,5,"MLflow, XGBoost, Python",1086840
30,Self-emp-inc,PhD,Divorced,Data Analyst,Black,Female,9980,350,51,United States,<=50K,2,"Excel, Power BI, SQL",720476
31,Self-emp-inc,Some-college,Married-civ-spouse,Data Analyst,White,Male,6551,1288,32,United States,<=50K,15,"Tableau, SQL, Excel",1087660
38,Self-emp-inc,HS-grad,Married-civ-spouse,AI Engineer,Other,Other,8413,208,33,India,>50K,14,"Deep Learning, Python, TensorFlow",1596172
53,Federal-gov,HS-grad,Separated,Software Developer,Asian-Pac-Islander,Male,3245,594,50,China,<=50K,7,"Python, Spring, Git",938159
36,Federal-gov,Bachelors,Never-married,ML Engineer,Other,Other,751,407,36,China,>50K,2,"Scikit-learn, Pandas, Python",1051510
42,Private,HS-grad,Never-married,Web Developer,White,Male,3986,1960,53,Canada,<=50K,3,"React, CSS, JavaScript",677046
57,Self-emp-inc,PhD,Separated,Data Analyst,Amer-Indian-Eskimo,Male,5753,1818,57,United States,<=50K,8,"Excel, Tableau, SQL",824248
50,Self-emp-not-inc,Masters,Married-civ-spouse,System Admin,Other,Other,2139,1931,58,Germany,<=50K,16,"AWS, Linux, Docker",806688
60,Self-emp-inc,Associate,Never-married,AI Engineer,Other,Other,8015,676,32,India,<=50K,5,"Deep Learning, PyTorch, TensorFlow",1293330
22,Local-gov,Some-college,Separated,Web Developer,Amer-Indian-Eskimo,Female,9135,1163,59,Canada,>50K,8,"JavaScript, HTML, CSS",696784
35,Private,Masters,Married-civ-spouse,Data Scientist,Other,Female,4885,355,53,United States,<=50K,17,"SQL, R, Python",1341179
27,Self-emp-not-inc,Masters,Never-married,AI Engineer,White,Female,2713,1272,40,Germany,<=50K,0,"PyTorch, Deep Learning, TensorFlow",1200000
59,Self-emp-inc,Some-college,Separated,Data Scientist,White,Male,391,1576,44,Canada,<=50K,0,"R, SQL, Statistics",1100000
60,Self-emp-not-inc,Bachelors,Widowed,System Admin,White,Female,2655,456,56,China,>50K,8,"Networking, AWS, Docker",709080
36,Federal-gov,Masters,Never-married,Web Developer,Black,Female,6877,270,60,Germany,>50K,0,"HTML, React, CSS",600000
33,Self-emp-inc,Masters,Separated,Data Analyst,Other,Female,6320,994,54,Canada,>50K,2,"Excel, SQL, Python",729584
22,Self-emp-not-inc,HS-grad,Divorced,System Admin,Other,Female,1025,1628,39,United States,<=50K,9,"Linux, Docker, AWS",813790
55,Local-gov,HS-grad,Widowed,Software Developer,Black,Other,6028,493,52,United States,>50K,14,"Java, Python, Git",1185742
40,Private,Some-college,Widowed,Web Developer,Amer-Indian-Eskimo,Other,3633,1027,30,United States,>50K,10,"CSS, HTML, React",716730
